group,status,pot_id,day,angle,rgb_path,vnir_path,vnir_800nm_path,vnir_1000nm_path
Pepper\I\Healthy,H,38,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_38.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_38.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_38.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_38.png
Pepper\I\Healthy,H,39,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_39.png
Pepper\I\Healthy,H,40,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_40.png
Pepper\I\Healthy,H,41,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_41.png
Pepper\I\Healthy,H,42,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_42.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_42.png
Pepper\I\Healthy,H,43,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_43.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_43.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_43.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_43.png
Pepper\I\Healthy,H,44,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_44.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_44.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_44.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_44.png
Pepper\I\Healthy,H,45,15,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_0_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_0_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_0_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_0_45.png
Pepper\I\Healthy,H,1,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_1.png
Pepper\I\Healthy,H,2,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_2.png
Pepper\I\Healthy,H,3,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_3.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_3.png
Pepper\I\Healthy,H,4,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_4.png
Pepper\I\Healthy,H,5,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_5.png
Pepper\I\Healthy,H,6,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_6.png
Pepper\I\Healthy,H,7,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_7.png
Pepper\I\Healthy,H,8,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_8.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_8.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_8.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_8.png
Pepper\I\Healthy,H,9,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_9.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_9.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_9.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_9.png
Pepper\I\Healthy,H,10,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_10.png
Pepper\I\Healthy,H,11,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_11.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_11.png
Pepper\I\Healthy,H,12,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_12.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_12.png
Pepper\I\Healthy,H,13,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_13.png
Pepper\I\Healthy,H,14,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_14.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_14.png
Pepper\I\Healthy,H,15,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_15.png
Pepper\I\Healthy,H,16,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_16.png
Pepper\I\Healthy,H,17,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_17.png
Pepper\I\Healthy,H,18,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_18.png
Pepper\I\Healthy,H,19,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_19.png
Pepper\I\Healthy,H,20,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_20.png
Pepper\I\Healthy,H,21,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_21.png
Pepper\I\Healthy,H,22,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_22.png
Pepper\I\Healthy,H,23,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_23.png
Pepper\I\Healthy,H,24,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_24.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_24.png
Pepper\I\Healthy,H,25,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_25.png
Pepper\I\Healthy,H,26,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_26.png
Pepper\I\Healthy,H,27,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_27.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_27.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_27.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_27.png
Pepper\I\Healthy,H,28,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_28.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_28.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_28.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_28.png
Pepper\I\Healthy,H,29,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_29.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_29.png
Pepper\I\Healthy,H,30,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_30.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_30.png
Pepper\I\Healthy,H,31,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_31.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_31.png
Pepper\I\Healthy,H,32,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_32.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_32.png
Pepper\I\Healthy,H,33,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_33.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_33.png
Pepper\I\Healthy,H,34,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_34.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_34.png
Pepper\I\Healthy,H,35,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_35.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_35.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_35.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_35.png
Pepper\I\Healthy,H,36,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_36.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_36.png
Pepper\I\Healthy,H,37,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_37.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_37.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_37.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_37.png
Pepper\I\Healthy,H,38,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_38.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_38.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_38.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_38.png
Pepper\I\Healthy,H,39,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_39.png
Pepper\I\Healthy,H,40,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_40.png
Pepper\I\Healthy,H,41,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_41.png
Pepper\I\Healthy,H,42,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_42.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_42.png
Pepper\I\Healthy,H,43,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_43.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_43.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_43.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_43.png
Pepper\I\Healthy,H,45,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_15_RGB_5_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_15_VNIR_5_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_15_VNIR_800nm_5_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_15_VNIR_1000nm_5_45.png
Pepper\I\Healthy,H,1,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_1.png
Pepper\I\Healthy,H,2,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_2.png
Pepper\I\Healthy,H,3,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_3.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_3.png
Pepper\I\Healthy,H,4,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_4.png
Pepper\I\Healthy,H,5,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_5.png
Pepper\I\Healthy,H,6,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_6.png
Pepper\I\Healthy,H,7,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_7.png
Pepper\I\Healthy,H,8,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Healthy/H_17_RGB_0_8.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Healthy/H_17_VNIR_0_8.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Healthy/H_17_VNIR_800nm_0_8.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Healthy/H_17_VNIR_1000nm_0_8.png
