split,group,plant_type,sequence_id,identifier,capture,frame,rgb_path
train,Pepper\II\Virus,Virus,V_14,14,0,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_39.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_4.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_40.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_41.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_42.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_43.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_44.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_45.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_5.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_6.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_7.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_8.tiff
train,Pepper\II\Virus,Virus,V_14,14,0,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_0_9.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_1.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_10.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_12.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_13.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_14.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_15.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_16.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_17.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_18.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_19.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_2.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_20.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_21.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_22.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_23.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_24.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_25.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_26.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_27.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_28.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_29.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_3.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_30.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_31.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_32.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_34.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_36.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_39.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_4.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_41.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_5.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_7.tiff
train,Pepper\II\Virus,Virus,V_14,14,5,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_14_RGB_5_8.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_1.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_10.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_11.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_12.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_13.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_14.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_15.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_16.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_17.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_18.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_19.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_2.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_20.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_21.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_22.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_23.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_24.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_25.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_26.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_27.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_28.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_29.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_3.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_30.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_31.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_32.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_33.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_34.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_35.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_36.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_37.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_38.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_39.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_4.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_40.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_41.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_42.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_43.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_44.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_45.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_5.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_6.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_7.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_8.tiff
train,Pepper\II\Virus,Virus,V_19,19,0,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_19_RGB_0_9.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_1.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_10.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_11.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_12.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_13.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_14.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_15.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_16.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_17.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_18.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_19.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_2.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_20.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_21.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_22.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_23.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_24.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_25.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_26.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_27.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_28.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_29.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_3.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_30.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_31.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_32.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_33.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_34.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_35.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_36.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_37.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_38.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_39.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_4.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_40.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_41.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_42.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_43.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_44.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_45.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_5.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_6.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_7.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_8.tiff
train,Pepper\II\Virus,Virus,V_4,4,0,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_0_9.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_1.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_10.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_11.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_12.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_13.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_14.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_15.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_16.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_17.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_18.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_19.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_2.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_20.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_21.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_22.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_23.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_24.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_25.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_26.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_27.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_28.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_29.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_3.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_30.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_31.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_32.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_33.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_34.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_35.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_36.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_37.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_38.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_39.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_4.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_40.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_41.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_42.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_43.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_44.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_45.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_5.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_6.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_7.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_8.tiff
train,Pepper\II\Virus,Virus,V_4,4,5,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_4_RGB_5_9.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_1.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_10.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_11.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_12.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_13.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_14.tiff
train,Pepper\II\Virus,Virus,V_13,13,0,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_13_RGB_0_15.tiff
