sample_id,group,label,plant,experiment,rgb_path,vnir_path,vnir_800nm_path,vnir_1000nm_path
H_3_5_45,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_3_RGB_5_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_3_VNIR_5_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_45.png
H_3_5_5,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_3_RGB_5_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_3_VNIR_5_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_5.png
H_3_5_6,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_3_RGB_5_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_3_VNIR_5_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_6.png
H_3_5_7,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_3_RGB_5_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_3_VNIR_5_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_7.png
H_5_0_1,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_1.png
H_5_0_10,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_10.png
H_5_0_13,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_13.png
H_5_0_15,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_15.png
H_5_0_16,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_16.png
H_5_0_17,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_17.png
H_5_0_18,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_18.png
H_5_0_19,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_19.png
H_5_0_2,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_2.png
H_5_0_20,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_20.png
H_5_0_21,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_21.png
H_5_0_22,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_22.png
H_5_0_23,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_23.png
H_5_0_25,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_25.png
H_5_0_26,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_26.png
H_5_0_27,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_27.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_27.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_27.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_27.png
H_5_0_28,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_28.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_28.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_28.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_28.png
H_5_0_29,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_29.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_29.png
H_5_0_3,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_3.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_3.png
H_5_0_30,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_30.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_30.png
H_5_0_31,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_31.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_31.png
H_5_0_32,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_32.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_32.png
H_5_0_33,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_33.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_33.png
H_5_0_34,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_34.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_34.png
H_5_0_35,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_35.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_35.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_35.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_35.png
H_5_0_36,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_36.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_36.png
H_5_0_37,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_37.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_37.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_37.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_37.png
H_5_0_38,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_38.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_38.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_38.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_38.png
H_5_0_39,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_39.png
H_5_0_4,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_4.png
H_5_0_40,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_40.png
H_5_0_41,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_41.png
H_5_0_42,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_42.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_42.png
H_5_0_44,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_44.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_44.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_44.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_44.png
H_5_0_45,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_45.png
H_5_0_5,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_0_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_0_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_5.png
H_5_5_1,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_1.png
H_5_5_10,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_10.png
H_5_5_11,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_11.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_11.png
H_5_5_13,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_13.png
H_5_5_15,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_15.png
H_5_5_16,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_16.png
H_5_5_17,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_17.png
H_5_5_18,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_18.png
H_5_5_19,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_19.png
H_5_5_2,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_2.png
H_5_5_20,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_20.png
H_5_5_21,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_21.png
H_5_5_22,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_22.png
H_5_5_23,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_23.png
H_5_5_24,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_24.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_24.png
H_5_5_25,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_25.png
H_5_5_26,Pepper\II\Healthy,Healthy,Pepper,II,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_5_RGB_5_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/II/Healthy/H_5_VNIR_5_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_26.png
