path,label
Datasets/casava/Cassava___green_mottle/3730157636.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2749764674.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4045142021.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/559984441.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1536785739.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/125738717.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/643541195.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2780944471.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2993551637.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3619174521.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4008495271.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2313719569.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/344288315.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/2844800744.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3370446446.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3003092970.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/370259981.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/779704473.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2673614730.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4147446952.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1488901749.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1453532680.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/125088495.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3735914838.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1610261213.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/613168943.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2015310218.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2668114223.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2613035787.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4246281634.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3342658520.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/277811844.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4182646483.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1111878443.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2941703346.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3254091350.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1870471457.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2105335318.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/907434734.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/2375040666.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1176362801.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1995608609.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/3160964625.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3621719262.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4148250496.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1990899878.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/2166796767.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/45143723.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2627328998.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/158285525.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3153425687.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4114142974.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1993464761.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/1535057791.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/895206716.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3212340092.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1080123455.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3464607854.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/291604764.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4064395542.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3128461384.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1329201937.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3343675403.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4007863717.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2112871300.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2753696681.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1982908964.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1385082833.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2939026915.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1557930579.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3026311558.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/1928678720.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2234089477.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/4228006175.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/232481441.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/805835204.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3997582442.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3441281524.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/3556675221.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___bacterial_blight/1287334854.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/2179767086.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3122760139.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/179186914.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2076036296.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1420352773.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2739645903.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3765687656.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/1045099368.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1070548894.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1407032343.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2016929365.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/127776052.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3060217121.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/2678764657.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___bacterial_blight/1179913576.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___brown_streak_disease/1495336038.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/683096346.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1896242040.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2587436758.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3998452657.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1609127882.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/269932465.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/458696690.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/4291517626.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3457201271.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2612067247.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1512058858.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2849149876.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3951364046.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3873044793.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/4024341056.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/2994003111.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/3673168571.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/2185298493.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/3997854029.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1056943297.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2355183188.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2895265438.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/913480541.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2534262771.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/194923526.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3943448361.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3872958086.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/225662229.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2042091361.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3129393327.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/36120366.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1870627097.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3971043257.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1899098077.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3690342005.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2811111039.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3194399372.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2468021699.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3323135755.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2272490534.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/135977286.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2032955509.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3871004837.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/568949064.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2881486554.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/408051106.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/333968590.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2690891696.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/908540232.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2644868790.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3252840677.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2121357194.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/4223297410.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/25116516.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/879395678.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/4233592574.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2953084607.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1019366633.jpg,Cassava___healthy
Datasets/casava/Cassava___bacterial_blight/478036306.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/1427453131.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/703310122.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3315008356.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2301739298.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2207984247.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/17969020.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3602601818.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/4210428578.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___bacterial_blight/2344567219.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/4102864004.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2492550594.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1182950503.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1595079320.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2467729031.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/1817388646.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2174460518.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1546329958.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/1534401639.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/680596021.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2347169881.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/231478617.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/451261982.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3092828212.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/1966321614.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/2538316411.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1460958734.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2074713873.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3347371792.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3769064815.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/3608399345.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/1794977133.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1381660932.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1120732120.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4123166218.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3750531615.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/731897320.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/3483301254.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___healthy/727949301.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/2202131582.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2794478176.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1667294993.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/804506814.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/4108393166.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3366388775.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/4225133358.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3188727997.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1969657862.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3081284258.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3028257069.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3775701579.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/189256302.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/362012495.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/317953378.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2089839146.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/401790013.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/326596379.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1852699867.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2190893097.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/257692730.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3755456249.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/290867441.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3242129784.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1362265434.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2301301726.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3458427180.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3761100385.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/3856973359.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2465451317.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/617719193.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3118379972.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1402491391.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/157078263.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2022328108.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3495835530.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2457355421.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/187343662.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2994432242.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/532235062.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2787596075.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1455527729.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2043115778.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4056167943.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/4149713311.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/1814601844.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/210902208.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2148866933.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3927071065.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3987329576.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1153394975.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3305068232.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2885037950.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/209002341.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3113855149.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3816673921.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/1445197304.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3187532677.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3072969674.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1481071460.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3947205646.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1278537815.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/2297909098.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/3233899125.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3117356671.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2498179196.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/208444967.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___green_mottle/3670635448.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2338294398.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1091450292.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/4210199349.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/2457952630.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/4201637914.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/4200117481.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/500165253.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/546912616.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1716263265.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1281439622.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3204065904.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4079437688.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/274875938.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1421508049.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3579980941.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/41357060.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1958784721.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2484602563.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2722184937.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/240629774.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1009462599.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3560526778.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2017774096.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/3369247693.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/2412789448.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/788479472.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4293129441.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/414171398.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1462063941.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/596572459.jpg,Cassava___healthy
Datasets/casava/Cassava___brown_streak_disease/2975115262.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/1943423929.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/1314320713.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2572379995.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2703114057.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3300470808.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2375606489.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1053317741.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4014913503.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1558058751.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1695533012.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/570889595.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2151975191.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2767841280.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1251480782.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/20966306.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3516777712.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3122262785.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3426851780.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2860693015.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1475797781.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3617067141.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/2508113831.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/3073993044.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2129345943.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2205866570.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3088061893.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/464335035.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2188599184.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1178307457.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3853821609.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1624580117.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/122168686.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/823483380.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2457010245.jpg,Cassava___healthy
Datasets/casava/Cassava___bacterial_blight/1261540961.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/755941592.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1703114897.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3786050441.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2559634940.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/4057315544.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/45787177.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/511993936.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/995221528.jpg,Cassava___mosaic_disease
