image_path,dataset,split,folder,role,extension,width,height,mode,format,status,error
Datasets/CD&S/dataset severity/three/IMG_4811.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4812.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4814.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4824.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4825.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4837.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4838.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4839.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4840.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4847.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4848.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4849.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4850.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4851.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4855.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4856.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4857.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4858.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4859.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4863.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4864.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4885.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4886.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4890.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4921.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4922.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4923.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4924.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4925.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4926.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4930.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4931.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4932.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4933.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4934.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4947.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4948.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4952.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4953.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4954.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4955.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4956.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4957.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4958.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4959.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4969.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4970.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4971.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4973.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4974.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4975.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4976.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4977.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4978.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4982.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4983.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4984.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4985.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4986.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4990.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4991.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4992.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_4993.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5003.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5021.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5022.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5027.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5043.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5044.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5054.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5055.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5056.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5057.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5058.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5067.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5068.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5069.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5078.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5079.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5080.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5081.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5082.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5083.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5101.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5102.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5103.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5104.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5105.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5106.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5107.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5114.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5130.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5131.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5132.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5133.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5145.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5146.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5147.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5149.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5150.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5151.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5152.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5153.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5154.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5155.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5156.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5159.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5160.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5176.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5177.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5178.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5180.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5181.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5185.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5187.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5190.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5191.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5192.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5196.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5197.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5200.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5210.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5211.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5214.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5215.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5220.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5221.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5222.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5223.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5225.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5226.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5227.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5228.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5239.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5240.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5241.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5246.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5247.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5248.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5257.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5258.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5259.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5260.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5261.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5262.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5263.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5265.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5266.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5267.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5268.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5269.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5270.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5271.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5274.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5275.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5276.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5277.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5278.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5279.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5280.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5287.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5288.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5289.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5290.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5291.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5292.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5293.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5294.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5295.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset severity/three/IMG_5296.jpg,CD&S,unknown,CD&S/dataset severity/three,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
